episode_txt,season_txt,title,object,present
02,01,MT. MCKINLEY,seashell_frame,0
02,01,MT. MCKINLEY,snow,1
02,01,MT. MCKINLEY,snowy_mountain,1
02,01,MT. MCKINLEY,split_frame,0
02,01,MT. MCKINLEY,steve_ross,0
02,01,MT. MCKINLEY,structure,0
02,01,MT. MCKINLEY,sun,0
02,01,MT. MCKINLEY,tomb_frame,0
02,01,MT. MCKINLEY,tree,1
02,01,MT. MCKINLEY,trees,1
02,01,MT. MCKINLEY,triple_frame,0
02,01,MT. MCKINLEY,waterfall,0
02,01,MT. MCKINLEY,waves,0
02,01,MT. MCKINLEY,windmill,0
02,01,MT. MCKINLEY,window_frame,0
02,01,MT. MCKINLEY,winter,1
02,01,MT. MCKINLEY,wood_framed,0
03,01,EBONY SUNSET,apple_frame,0
03,01,EBONY SUNSET,aurora_borealis,0
03,01,EBONY SUNSET,barn,0
03,01,EBONY SUNSET,beach,0
03,01,EBONY SUNSET,boat,0
03,01,EBONY SUNSET,bridge,0
03,01,EBONY SUNSET,building,0
03,01,EBONY SUNSET,bushes,0
03,01,EBONY SUNSET,cabin,1
03,01,EBONY SUNSET,cactus,0
03,01,EBONY SUNSET,circle_frame,0
03,01,EBONY SUNSET,cirrus,0
03,01,EBONY SUNSET,cliff,0
03,01,EBONY SUNSET,clouds,0
03,01,EBONY SUNSET,conifer,1
03,01,EBONY SUNSET,cumulus,0
03,01,EBONY SUNSET,deciduous,0
03,01,EBONY SUNSET,diane_andre,0
03,01,EBONY SUNSET,dock,0
03,01,EBONY SUNSET,double_oval_frame,0
03,01,EBONY SUNSET,farm,0
03,01,EBONY SUNSET,fence,1
03,01,EBONY SUNSET,fire,0
03,01,EBONY SUNSET,florida_frame,0
03,01,EBONY SUNSET,flowers,0
03,01,EBONY SUNSET,fog,0
03,01,EBONY SUNSET,framed,0
03,01,EBONY SUNSET,grass,0
03,01,EBONY SUNSET,guest,0
03,01,EBONY SUNSET,half_circle_frame,0
03,01,EBONY SUNSET,half_oval_frame,0
03,01,EBONY SUNSET,hills,0
03,01,EBONY SUNSET,lake,0
03,01,EBONY SUNSET,lakes,0
03,01,EBONY SUNSET,lighthouse,0
03,01,EBONY SUNSET,mill,0
03,01,EBONY SUNSET,moon,0
03,01,EBONY SUNSET,mountain,1
03,01,EBONY SUNSET,mountains,1
03,01,EBONY SUNSET,night,0
03,01,EBONY SUNSET,ocean,0
03,01,EBONY SUNSET,oval_frame,0
03,01,EBONY SUNSET,palm_trees,0
03,01,EBONY SUNSET,path,0
03,01,EBONY SUNSET,person,0
03,01,EBONY SUNSET,portrait,0
03,01,EBONY SUNSET,rectangle_3d_frame,0
03,01,EBONY SUNSET,rectangular_frame,0
03,01,EBONY SUNSET,river,0
03,01,EBONY SUNSET,rocks,0
03,01,EBONY SUNSET,seashell_frame,0
03,01,EBONY SUNSET,snow,0
03,01,EBONY SUNSET,snowy_mountain,0
03,01,EBONY SUNSET,split_frame,0
03,01,EBONY SUNSET,steve_ross,0
03,01,EBONY SUNSET,structure,1
03,01,EBONY SUNSET,sun,1
03,01,EBONY SUNSET,tomb_frame,0
03,01,EBONY SUNSET,tree,1
03,01,EBONY SUNSET,trees,1
03,01,EBONY SUNSET,triple_frame,0
03,01,EBONY SUNSET,waterfall,0
03,01,EBONY SUNSET,waves,0
03,01,EBONY SUNSET,windmill,0
03,01,EBONY SUNSET,window_frame,0
03,01,EBONY SUNSET,winter,1
03,01,EBONY SUNSET,wood_framed,0
04,01,WINTER MIST,apple_frame,0
04,01,WINTER MIST,aurora_borealis,0
04,01,WINTER MIST,barn,0
04,01,WINTER MIST,beach,0
04,01,WINTER MIST,boat,0
04,01,WINTER MIST,bridge,0
04,01,WINTER MIST,building,0
04,01,WINTER MIST,bushes,1
04,01,WINTER MIST,cabin,0
04,01,WINTER MIST,cactus,0
04,01,WINTER MIST,circle_frame,0
04,01,WINTER MIST,cirrus,0
04,01,WINTER MIST,cliff,0
04,01,WINTER MIST,clouds,1
04,01,WINTER MIST,conifer,1
04,01,WINTER MIST,cumulus,0
04,01,WINTER MIST,deciduous,0
04,01,WINTER MIST,diane_andre,0
04,01,WINTER MIST,dock,0
04,01,WINTER MIST,double_oval_frame,0
04,01,WINTER MIST,farm,0
04,01,WINTER MIST,fence,0
04,01,WINTER MIST,fire,0
04,01,WINTER MIST,florida_frame,0
04,01,WINTER MIST,flowers,0
04,01,WINTER MIST,fog,0
04,01,WINTER MIST,framed,0
04,01,WINTER MIST,grass,0
04,01,WINTER MIST,guest,0
04,01,WINTER MIST,half_circle_frame,0
04,01,WINTER MIST,half_oval_frame,0
04,01,WINTER MIST,hills,0
04,01,WINTER MIST,lake,1
04,01,WINTER MIST,lakes,0
04,01,WINTER MIST,lighthouse,0
04,01,WINTER MIST,mill,0
04,01,WINTER MIST,moon,0
04,01,WINTER MIST,mountain,1
04,01,WINTER MIST,mountains,0
04,01,WINTER MIST,night,0
04,01,WINTER MIST,ocean,0
04,01,WINTER MIST,oval_frame,0
04,01,WINTER MIST,palm_trees,0
04,01,WINTER MIST,path,0
04,01,WINTER MIST,person,0
04,01,WINTER MIST,portrait,0
04,01,WINTER MIST,rectangle_3d_frame,0
04,01,WINTER MIST,rectangular_frame,0
04,01,WINTER MIST,river,0
04,01,WINTER MIST,rocks,0
04,01,WINTER MIST,seashell_frame,0
04,01,WINTER MIST,snow,0
04,01,WINTER MIST,snowy_mountain,1
04,01,WINTER MIST,split_frame,0
04,01,WINTER MIST,steve_ross,0
04,01,WINTER MIST,structure,0
04,01,WINTER MIST,sun,0
04,01,WINTER MIST,tomb_frame,0
04,01,WINTER MIST,tree,1
04,01,WINTER MIST,trees,1
04,01,WINTER MIST,triple_frame,0
04,01,WINTER MIST,waterfall,0
04,01,WINTER MIST,waves,0
04,01,WINTER MIST,windmill,0
04,01,WINTER MIST,window_frame,0
04,01,WINTER MIST,winter,0
04,01,WINTER MIST,wood_framed,0
05,01,QUIET STREAM,apple_frame,0
05,01,QUIET STREAM,aurora_borealis,0
05,01,QUIET STREAM,barn,0
05,01,QUIET STREAM,beach,0
05,01,QUIET STREAM,boat,0
05,01,QUIET STREAM,bridge,0
05,01,QUIET STREAM,building,0
05,01,QUIET STREAM,bushes,0
05,01,QUIET STREAM,cabin,0
05,01,QUIET STREAM,cactus,0
05,01,QUIET STREAM,circle_frame,0
05,01,QUIET STREAM,cirrus,0
05,01,QUIET STREAM,cliff,0
05,01,QUIET STREAM,clouds,0
05,01,QUIET STREAM,conifer,0
05,01,QUIET STREAM,cumulus,0
05,01,QUIET STREAM,deciduous,1
05,01,QUIET STREAM,diane_andre,0
05,01,QUIET STREAM,dock,0
05,01,QUIET STREAM,double_oval_frame,0
05,01,QUIET STREAM,farm,0
05,01,QUIET STREAM,fence,0
05,01,QUIET STREAM,fire,0
05,01,QUIET STREAM,florida_frame,0
05,01,QUIET STREAM,flowers,0
05,01,QUIET STREAM,fog,0
05,01,QUIET STREAM,framed,0
05,01,QUIET STREAM,grass,0
05,01,QUIET STREAM,guest,0
05,01,QUIET STREAM,half_circle_frame,0
05,01,QUIET STREAM,half_oval_frame,0
05,01,QUIET STREAM,hills,0
05,01,QUIET STREAM,lake,0
05,01,QUIET STREAM,lakes,0
05,01,QUIET STREAM,lighthouse,0
05,01,QUIET STREAM,mill,0
05,01,QUIET STREAM,moon,0
05,01,QUIET STREAM,mountain,0
05,01,QUIET STREAM,mountains,0
05,01,QUIET STREAM,night,0
05,01,QUIET STREAM,ocean,0
05,01,QUIET STREAM,oval_frame,0
05,01,QUIET STREAM,palm_trees,0
05,01,QUIET STREAM,path,0
05,01,QUIET STREAM,person,0
05,01,QUIET STREAM,portrait,0
05,01,QUIET STREAM,rectangle_3d_frame,0
05,01,QUIET STREAM,rectangular_frame,0
05,01,QUIET STREAM,river,1
05,01,QUIET STREAM,rocks,1
05,01,QUIET STREAM,seashell_frame,0
05,01,QUIET STREAM,snow,0
05,01,QUIET STREAM,snowy_mountain,0
05,01,QUIET STREAM,split_frame,0
05,01,QUIET STREAM,steve_ross,0
05,01,QUIET STREAM,structure,0
05,01,QUIET STREAM,sun,0
05,01,QUIET STREAM,tomb_frame,0
05,01,QUIET STREAM,tree,1
05,01,QUIET STREAM,trees,1
05,01,QUIET STREAM,triple_frame,0
05,01,QUIET STREAM,waterfall,0
05,01,QUIET STREAM,waves,0
05,01,QUIET STREAM,windmill,0
05,01,QUIET STREAM,window_frame,0
05,01,QUIET STREAM,winter,0
05,01,QUIET STREAM,wood_framed,0
06,01,WINTER MOON,apple_frame,0
06,01,WINTER MOON,aurora_borealis,0
06,01,WINTER MOON,barn,0
06,01,WINTER MOON,beach,0
06,01,WINTER MOON,boat,0
06,01,WINTER MOON,bridge,0
06,01,WINTER MOON,building,0
06,01,WINTER MOON,bushes,0
06,01,WINTER MOON,cabin,1
06,01,WINTER MOON,cactus,0
06,01,WINTER MOON,circle_frame,0
06,01,WINTER MOON,cirrus,0
06,01,WINTER MOON,cliff,0
06,01,WINTER MOON,clouds,0
06,01,WINTER MOON,conifer,1
06,01,WINTER MOON,cumulus,0
06,01,WINTER MOON,deciduous,0
06,01,WINTER MOON,diane_andre,0
06,01,WINTER MOON,dock,0
06,01,WINTER MOON,double_oval_frame,0
06,01,WINTER MOON,farm,0
06,01,WINTER MOON,fence,0
06,01,WINTER MOON,fire,0
06,01,WINTER MOON,florida_frame,0
06,01,WINTER MOON,flowers,0
06,01,WINTER MOON,fog,0
06,01,WINTER MOON,framed,0
06,01,WINTER MOON,grass,0
06,01,WINTER MOON,guest,0
06,01,WINTER MOON,half_circle_frame,0
06,01,WINTER MOON,half_oval_frame,0
06,01,WINTER MOON,hills,0
06,01,WINTER MOON,lake,1
06,01,WINTER MOON,lakes,0
06,01,WINTER MOON,lighthouse,0
06,01,WINTER MOON,mill,0
06,01,WINTER MOON,moon,1
06,01,WINTER MOON,mountain,1
06,01,WINTER MOON,mountains,1
06,01,WINTER MOON,night,1
06,01,WINTER MOON,ocean,0
06,01,WINTER MOON,oval_frame,0
06,01,WINTER MOON,palm_trees,0
06,01,WINTER MOON,path,0
06,01,WINTER MOON,person,0
06,01,WINTER MOON,portrait,0
06,01,WINTER MOON,rectangle_3d_frame,0
06,01,WINTER MOON,rectangular_frame,0
06,01,WINTER MOON,river,0
06,01,WINTER MOON,rocks,0
06,01,WINTER MOON,seashell_frame,0
06,01,WINTER MOON,snow,1
06,01,WINTER MOON,snowy_mountain,1
06,01,WINTER MOON,split_frame,0
06,01,WINTER MOON,steve_ross,0
06,01,WINTER MOON,structure,1
06,01,WINTER MOON,sun,0
06,01,WINTER MOON,tomb_frame,0
06,01,WINTER MOON,tree,1
06,01,WINTER MOON,trees,1
06,01,WINTER MOON,triple_frame,0
06,01,WINTER MOON,waterfall,0
06,01,WINTER MOON,waves,0
06,01,WINTER MOON,windmill,0
06,01,WINTER MOON,window_frame,0
06,01,WINTER MOON,winter,1
06,01,WINTER MOON,wood_framed,0
07,01,AUTUMN MOUNTAINS,apple_frame,0
07,01,AUTUMN MOUNTAINS,aurora_borealis,0
07,01,AUTUMN MOUNTAINS,barn,0
07,01,AUTUMN MOUNTAINS,beach,0
07,01,AUTUMN MOUNTAINS,boat,0
07,01,AUTUMN MOUNTAINS,bridge,0
07,01,AUTUMN MOUNTAINS,building,0
07,01,AUTUMN MOUNTAINS,bushes,0
07,01,AUTUMN MOUNTAINS,cabin,0
07,01,AUTUMN MOUNTAINS,cactus,0
07,01,AUTUMN MOUNTAINS,circle_frame,0
07,01,AUTUMN MOUNTAINS,cirrus,0
07,01,AUTUMN MOUNTAINS,cliff,0
07,01,AUTUMN MOUNTAINS,clouds,0
07,01,AUTUMN MOUNTAINS,conifer,0
07,01,AUTUMN MOUNTAINS,cumulus,0
07,01,AUTUMN MOUNTAINS,deciduous,1
07,01,AUTUMN MOUNTAINS,diane_andre,0
07,01,AUTUMN MOUNTAINS,dock,0
07,01,AUTUMN MOUNTAINS,double_oval_frame,0
07,01,AUTUMN MOUNTAINS,farm,0
07,01,AUTUMN MOUNTAINS,fence,0
07,01,AUTUMN MOUNTAINS,fire,0
07,01,AUTUMN MOUNTAINS,florida_frame,0
07,01,AUTUMN MOUNTAINS,flowers,0
07,01,AUTUMN MOUNTAINS,fog,0
07,01,AUTUMN MOUNTAINS,framed,0
07,01,AUTUMN MOUNTAINS,grass,0
07,01,AUTUMN MOUNTAINS,guest,0
07,01,AUTUMN MOUNTAINS,half_circle_frame,0
07,01,AUTUMN MOUNTAINS,half_oval_frame,0
07,01,AUTUMN MOUNTAINS,hills,0
07,01,AUTUMN MOUNTAINS,lake,1
07,01,AUTUMN MOUNTAINS,lakes,0
07,01,AUTUMN MOUNTAINS,lighthouse,0
07,01,AUTUMN MOUNTAINS,mill,0
07,01,AUTUMN MOUNTAINS,moon,0
07,01,AUTUMN MOUNTAINS,mountain,1
07,01,AUTUMN MOUNTAINS,mountains,1
07,01,AUTUMN MOUNTAINS,night,0
07,01,AUTUMN MOUNTAINS,ocean,0
07,01,AUTUMN MOUNTAINS,oval_frame,0
07,01,AUTUMN MOUNTAINS,palm_trees,0
07,01,AUTUMN MOUNTAINS,path,0
07,01,AUTUMN MOUNTAINS,person,0
07,01,AUTUMN MOUNTAINS,portrait,0
07,01,AUTUMN MOUNTAINS,rectangle_3d_frame,0
07,01,AUTUMN MOUNTAINS,rectangular_frame,0
07,01,AUTUMN MOUNTAINS,river,0
07,01,AUTUMN MOUNTAINS,rocks,0
07,01,AUTUMN MOUNTAINS,seashell_frame,0
07,01,AUTUMN MOUNTAINS,snow,0
07,01,AUTUMN MOUNTAINS,snowy_mountain,1
07,01,AUTUMN MOUNTAINS,split_frame,0
07,01,AUTUMN MOUNTAINS,steve_ross,0
07,01,AUTUMN MOUNTAINS,structure,0
07,01,AUTUMN MOUNTAINS,sun,0
07,01,AUTUMN MOUNTAINS,tomb_frame,0
07,01,AUTUMN MOUNTAINS,tree,1
07,01,AUTUMN MOUNTAINS,trees,1
07,01,AUTUMN MOUNTAINS,triple_frame,0
07,01,AUTUMN MOUNTAINS,waterfall,0
07,01,AUTUMN MOUNTAINS,waves,0
07,01,AUTUMN MOUNTAINS,windmill,0
07,01,AUTUMN MOUNTAINS,window_frame,0
07,01,AUTUMN MOUNTAINS,winter,0
07,01,AUTUMN MOUNTAINS,wood_framed,0
08,01,PEACEFUL VALLEY,apple_frame,0
08,01,PEACEFUL VALLEY,aurora_borealis,0
08,01,PEACEFUL VALLEY,barn,0
08,01,PEACEFUL VALLEY,beach,0
08,01,PEACEFUL VALLEY,boat,0
08,01,PEACEFUL VALLEY,bridge,0
08,01,PEACEFUL VALLEY,building,0
08,01,PEACEFUL VALLEY,bushes,1
08,01,PEACEFUL VALLEY,cabin,0
08,01,PEACEFUL VALLEY,cactus,0
08,01,PEACEFUL VALLEY,circle_frame,0
08,01,PEACEFUL VALLEY,cirrus,0
08,01,PEACEFUL VALLEY,cliff,0
08,01,PEACEFUL VALLEY,clouds,0
08,01,PEACEFUL VALLEY,conifer,1
08,01,PEACEFUL VALLEY,cumulus,0
08,01,PEACEFUL VALLEY,deciduous,0
08,01,PEACEFUL VALLEY,diane_andre,0
08,01,PEACEFUL VALLEY,dock,0
08,01,PEACEFUL VALLEY,double_oval_frame,0
08,01,PEACEFUL VALLEY,farm,0
08,01,PEACEFUL VALLEY,fence,0
08,01,PEACEFUL VALLEY,fire,0
08,01,PEACEFUL VALLEY,florida_frame,0
08,01,PEACEFUL VALLEY,flowers,0
08,01,PEACEFUL VALLEY,fog,0
08,01,PEACEFUL VALLEY,framed,0
08,01,PEACEFUL VALLEY,grass,0
08,01,PEACEFUL VALLEY,guest,0
08,01,PEACEFUL VALLEY,half_circle_frame,0
08,01,PEACEFUL VALLEY,half_oval_frame,0
08,01,PEACEFUL VALLEY,hills,0
08,01,PEACEFUL VALLEY,lake,1
08,01,PEACEFUL VALLEY,lakes,0
08,01,PEACEFUL VALLEY,lighthouse,0
08,01,PEACEFUL VALLEY,mill,0
08,01,PEACEFUL VALLEY,moon,0
08,01,PEACEFUL VALLEY,mountain,1
08,01,PEACEFUL VALLEY,mountains,1
08,01,PEACEFUL VALLEY,night,0
08,01,PEACEFUL VALLEY,ocean,0
08,01,PEACEFUL VALLEY,oval_frame,0
08,01,PEACEFUL VALLEY,palm_trees,0
08,01,PEACEFUL VALLEY,path,0
08,01,PEACEFUL VALLEY,person,0
08,01,PEACEFUL VALLEY,portrait,0
08,01,PEACEFUL VALLEY,rectangle_3d_frame,0
08,01,PEACEFUL VALLEY,rectangular_frame,0
08,01,PEACEFUL VALLEY,river,0
08,01,PEACEFUL VALLEY,rocks,0
08,01,PEACEFUL VALLEY,seashell_frame,0
08,01,PEACEFUL VALLEY,snow,0
08,01,PEACEFUL VALLEY,snowy_mountain,0
08,01,PEACEFUL VALLEY,split_frame,0
08,01,PEACEFUL VALLEY,steve_ross,0
08,01,PEACEFUL VALLEY,structure,0
08,01,PEACEFUL VALLEY,sun,0
08,01,PEACEFUL VALLEY,tomb_frame,0
08,01,PEACEFUL VALLEY,tree,1
08,01,PEACEFUL VALLEY,trees,1
08,01,PEACEFUL VALLEY,triple_frame,0
08,01,PEACEFUL VALLEY,waterfall,0
08,01,PEACEFUL VALLEY,waves,0
08,01,PEACEFUL VALLEY,windmill,0
08,01,PEACEFUL VALLEY,window_frame,0
08,01,PEACEFUL VALLEY,winter,0
08,01,PEACEFUL VALLEY,wood_framed,0
09,01,SEASCAPE,apple_frame,0
09,01,SEASCAPE,aurora_borealis,0
09,01,SEASCAPE,barn,0
09,01,SEASCAPE,beach,1
09,01,SEASCAPE,boat,0
09,01,SEASCAPE,bridge,0
09,01,SEASCAPE,building,0
09,01,SEASCAPE,bushes,0
09,01,SEASCAPE,cabin,0
09,01,SEASCAPE,cactus,0
09,01,SEASCAPE,circle_frame,0
09,01,SEASCAPE,cirrus,0
09,01,SEASCAPE,cliff,0
09,01,SEASCAPE,clouds,1
09,01,SEASCAPE,conifer,0
09,01,SEASCAPE,cumulus,0
09,01,SEASCAPE,deciduous,0
09,01,SEASCAPE,diane_andre,0
09,01,SEASCAPE,dock,0
09,01,SEASCAPE,double_oval_frame,0
09,01,SEASCAPE,farm,0
09,01,SEASCAPE,fence,1
09,01,SEASCAPE,fire,0
09,01,SEASCAPE,florida_frame,0
09,01,SEASCAPE,flowers,0
09,01,SEASCAPE,fog,0
09,01,SEASCAPE,framed,0
09,01,SEASCAPE,grass,0
09,01,SEASCAPE,guest,0
09,01,SEASCAPE,half_circle_frame,0
09,01,SEASCAPE,half_oval_frame,0
09,01,SEASCAPE,hills,0
09,01,SEASCAPE,lake,0
09,01,SEASCAPE,lakes,0
09,01,SEASCAPE,lighthouse,0
09,01,SEASCAPE,mill,0
09,01,SEASCAPE,moon,0
09,01,SEASCAPE,mountain,0
09,01,SEASCAPE,mountains,0
09,01,SEASCAPE,night,0
09,01,SEASCAPE,ocean,1
09,01,SEASCAPE,oval_frame,0
09,01,SEASCAPE,palm_trees,0
09,01,SEASCAPE,path,0
09,01,SEASCAPE,person,0
09,01,SEASCAPE,portrait,0
09,01,SEASCAPE,rectangle_3d_frame,0
09,01,SEASCAPE,rectangular_frame,0
09,01,SEASCAPE,river,0
09,01,SEASCAPE,rocks,0
09,01,SEASCAPE,seashell_frame,0
09,01,SEASCAPE,snow,0
09,01,SEASCAPE,snowy_mountain,0
09,01,SEASCAPE,split_frame,0
09,01,SEASCAPE,steve_ross,0
09,01,SEASCAPE,structure,0
09,01,SEASCAPE,sun,0
09,01,SEASCAPE,tomb_frame,0
09,01,SEASCAPE,tree,0
09,01,SEASCAPE,trees,0
09,01,SEASCAPE,triple_frame,0
09,01,SEASCAPE,waterfall,0
09,01,SEASCAPE,waves,0
09,01,SEASCAPE,windmill,0
09,01,SEASCAPE,window_frame,0
09,01,SEASCAPE,winter,0
09,01,SEASCAPE,wood_framed,0
10,01,MOUNTAIN LAKE,apple_frame,0
10,01,MOUNTAIN LAKE,aurora_borealis,0
10,01,MOUNTAIN LAKE,barn,0
10,01,MOUNTAIN LAKE,beach,0
10,01,MOUNTAIN LAKE,boat,0
10,01,MOUNTAIN LAKE,bridge,0
10,01,MOUNTAIN LAKE,building,0
10,01,MOUNTAIN LAKE,bushes,1
10,01,MOUNTAIN LAKE,cabin,0
10,01,MOUNTAIN LAKE,cactus,0
10,01,MOUNTAIN LAKE,circle_frame,0
10,01,MOUNTAIN LAKE,cirrus,0
10,01,MOUNTAIN LAKE,cliff,0
10,01,MOUNTAIN LAKE,clouds,0
10,01,MOUNTAIN LAKE,conifer,1
10,01,MOUNTAIN LAKE,cumulus,0
10,01,MOUNTAIN LAKE,deciduous,1
10,01,MOUNTAIN LAKE,diane_andre,0
10,01,MOUNTAIN LAKE,dock,0
10,01,MOUNTAIN LAKE,double_oval_frame,0
10,01,MOUNTAIN LAKE,farm,0
10,01,MOUNTAIN LAKE,fence,0
10,01,MOUNTAIN LAKE,fire,0
10,01,MOUNTAIN LAKE,florida_frame,0
10,01,MOUNTAIN LAKE,flowers,0
10,01,MOUNTAIN LAKE,fog,0
10,01,MOUNTAIN LAKE,framed,0
10,01,MOUNTAIN LAKE,grass,0
10,01,MOUNTAIN LAKE,guest,0
10,01,MOUNTAIN LAKE,half_circle_frame,0
10,01,MOUNTAIN LAKE,half_oval_frame,0
10,01,MOUNTAIN LAKE,hills,0
10,01,MOUNTAIN LAKE,lake,1
10,01,MOUNTAIN LAKE,lakes,0
10,01,MOUNTAIN LAKE,lighthouse,0
10,01,MOUNTAIN LAKE,mill,0
10,01,MOUNTAIN LAKE,moon,0
10,01,MOUNTAIN LAKE,mountain,1
10,01,MOUNTAIN LAKE,mountains,0
10,01,MOUNTAIN LAKE,night,0
10,01,MOUNTAIN LAKE,ocean,0
10,01,MOUNTAIN LAKE,oval_frame,0
10,01,MOUNTAIN LAKE,palm_trees,0
10,01,MOUNTAIN LAKE,path,0
10,01,MOUNTAIN LAKE,person,0
10,01,MOUNTAIN LAKE,portrait,0
10,01,MOUNTAIN LAKE,rectangle_3d_frame,0
10,01,MOUNTAIN LAKE,rectangular_frame,0
10,01,MOUNTAIN LAKE,river,0
10,01,MOUNTAIN LAKE,rocks,0
10,01,MOUNTAIN LAKE,seashell_frame,0
10,01,MOUNTAIN LAKE,snow,0
10,01,MOUNTAIN LAKE,snowy_mountain,0
10,01,MOUNTAIN LAKE,split_frame,0
