season_txt,title,object,present,episode_num
01,Mt. Mckinley,moon,0,2
01,Mt. Mckinley,mountain,1,2
01,Mt. Mckinley,mountains,0,2
01,Mt. Mckinley,night,0,2
01,Mt. Mckinley,ocean,0,2
01,Mt. Mckinley,oval frame,0,2
01,Mt. Mckinley,palm trees,0,2
01,Mt. Mckinley,path,0,2
01,Mt. Mckinley,person,0,2
01,Mt. Mckinley,portrait,0,2
01,Mt. Mckinley,rectangle 3d frame,0,2
01,Mt. Mckinley,rectangular frame,0,2
01,Mt. Mckinley,river,0,2
01,Mt. Mckinley,rocks,0,2
01,Mt. Mckinley,seashell frame,0,2
01,Mt. Mckinley,snow,1,2
01,Mt. Mckinley,snowy mountain,1,2
01,Mt. Mckinley,split frame,0,2
01,Mt. Mckinley,steve ross,0,2
01,Mt. Mckinley,structure,0,2
01,Mt. Mckinley,sun,0,2
01,Mt. Mckinley,tomb frame,0,2
01,Mt. Mckinley,tree,1,2
01,Mt. Mckinley,trees,1,2
01,Mt. Mckinley,triple frame,0,2
01,Mt. Mckinley,waterfall,0,2
01,Mt. Mckinley,waves,0,2
01,Mt. Mckinley,windmill,0,2
01,Mt. Mckinley,window frame,0,2
01,Mt. Mckinley,winter,1,2
01,Mt. Mckinley,wood framed,0,2
01,Ebony Sunset,apple frame,0,3
01,Ebony Sunset,aurora borealis,0,3
01,Ebony Sunset,barn,0,3
01,Ebony Sunset,beach,0,3
01,Ebony Sunset,boat,0,3
01,Ebony Sunset,bridge,0,3
01,Ebony Sunset,building,0,3
01,Ebony Sunset,bushes,0,3
01,Ebony Sunset,cabin,1,3
01,Ebony Sunset,cactus,0,3
01,Ebony Sunset,circle frame,0,3
01,Ebony Sunset,cirrus,0,3
01,Ebony Sunset,cliff,0,3
01,Ebony Sunset,clouds,0,3
01,Ebony Sunset,conifer,1,3
01,Ebony Sunset,cumulus,0,3
01,Ebony Sunset,deciduous,0,3
01,Ebony Sunset,diane andre,0,3
01,Ebony Sunset,dock,0,3
01,Ebony Sunset,double oval frame,0,3
01,Ebony Sunset,farm,0,3
01,Ebony Sunset,fence,1,3
01,Ebony Sunset,fire,0,3
01,Ebony Sunset,florida frame,0,3
01,Ebony Sunset,flowers,0,3
01,Ebony Sunset,fog,0,3
01,Ebony Sunset,framed,0,3
01,Ebony Sunset,grass,0,3
01,Ebony Sunset,guest,0,3
01,Ebony Sunset,half circle frame,0,3
01,Ebony Sunset,half oval frame,0,3
01,Ebony Sunset,hills,0,3
01,Ebony Sunset,lake,0,3
01,Ebony Sunset,lakes,0,3
01,Ebony Sunset,lighthouse,0,3
01,Ebony Sunset,mill,0,3
01,Ebony Sunset,moon,0,3
01,Ebony Sunset,mountain,1,3
01,Ebony Sunset,mountains,1,3
01,Ebony Sunset,night,0,3
01,Ebony Sunset,ocean,0,3
01,Ebony Sunset,oval frame,0,3
01,Ebony Sunset,palm trees,0,3
01,Ebony Sunset,path,0,3
01,Ebony Sunset,person,0,3
01,Ebony Sunset,portrait,0,3
01,Ebony Sunset,rectangle 3d frame,0,3
01,Ebony Sunset,rectangular frame,0,3
01,Ebony Sunset,river,0,3
01,Ebony Sunset,rocks,0,3
01,Ebony Sunset,seashell frame,0,3
01,Ebony Sunset,snow,0,3
01,Ebony Sunset,snowy mountain,0,3
01,Ebony Sunset,split frame,0,3
01,Ebony Sunset,steve ross,0,3
01,Ebony Sunset,structure,1,3
01,Ebony Sunset,sun,1,3
01,Ebony Sunset,tomb frame,0,3
01,Ebony Sunset,tree,1,3
01,Ebony Sunset,trees,1,3
01,Ebony Sunset,triple frame,0,3
01,Ebony Sunset,waterfall,0,3
01,Ebony Sunset,waves,0,3
01,Ebony Sunset,windmill,0,3
01,Ebony Sunset,window frame,0,3
01,Ebony Sunset,winter,1,3
01,Ebony Sunset,wood framed,0,3
01,Winter Mist,apple frame,0,4
01,Winter Mist,aurora borealis,0,4
01,Winter Mist,barn,0,4
01,Winter Mist,beach,0,4
01,Winter Mist,boat,0,4
01,Winter Mist,bridge,0,4
01,Winter Mist,building,0,4
01,Winter Mist,bushes,1,4
01,Winter Mist,cabin,0,4
01,Winter Mist,cactus,0,4
01,Winter Mist,circle frame,0,4
01,Winter Mist,cirrus,0,4
01,Winter Mist,cliff,0,4
01,Winter Mist,clouds,1,4
01,Winter Mist,conifer,1,4
01,Winter Mist,cumulus,0,4
01,Winter Mist,deciduous,0,4
01,Winter Mist,diane andre,0,4
01,Winter Mist,dock,0,4
01,Winter Mist,double oval frame,0,4
01,Winter Mist,farm,0,4
01,Winter Mist,fence,0,4
01,Winter Mist,fire,0,4
01,Winter Mist,florida frame,0,4
01,Winter Mist,flowers,0,4
01,Winter Mist,fog,0,4
01,Winter Mist,framed,0,4
01,Winter Mist,grass,0,4
01,Winter Mist,guest,0,4
01,Winter Mist,half circle frame,0,4
01,Winter Mist,half oval frame,0,4
01,Winter Mist,hills,0,4
01,Winter Mist,lake,1,4
01,Winter Mist,lakes,0,4
01,Winter Mist,lighthouse,0,4
01,Winter Mist,mill,0,4
01,Winter Mist,moon,0,4
01,Winter Mist,mountain,1,4
01,Winter Mist,mountains,0,4
01,Winter Mist,night,0,4
01,Winter Mist,ocean,0,4
01,Winter Mist,oval frame,0,4
01,Winter Mist,palm trees,0,4
01,Winter Mist,path,0,4
01,Winter Mist,person,0,4
01,Winter Mist,portrait,0,4
01,Winter Mist,rectangle 3d frame,0,4
01,Winter Mist,rectangular frame,0,4
01,Winter Mist,river,0,4
01,Winter Mist,rocks,0,4
01,Winter Mist,seashell frame,0,4
01,Winter Mist,snow,0,4
01,Winter Mist,snowy mountain,1,4
01,Winter Mist,split frame,0,4
01,Winter Mist,steve ross,0,4
01,Winter Mist,structure,0,4
01,Winter Mist,sun,0,4
01,Winter Mist,tomb frame,0,4
01,Winter Mist,tree,1,4
01,Winter Mist,trees,1,4
01,Winter Mist,triple frame,0,4
01,Winter Mist,waterfall,0,4
01,Winter Mist,waves,0,4
01,Winter Mist,windmill,0,4
01,Winter Mist,window frame,0,4
01,Winter Mist,winter,0,4
01,Winter Mist,wood framed,0,4
01,Quiet Stream,apple frame,0,5
01,Quiet Stream,aurora borealis,0,5
01,Quiet Stream,barn,0,5
01,Quiet Stream,beach,0,5
01,Quiet Stream,boat,0,5
01,Quiet Stream,bridge,0,5
01,Quiet Stream,building,0,5
01,Quiet Stream,bushes,0,5
01,Quiet Stream,cabin,0,5
01,Quiet Stream,cactus,0,5
01,Quiet Stream,circle frame,0,5
01,Quiet Stream,cirrus,0,5
01,Quiet Stream,cliff,0,5
01,Quiet Stream,clouds,0,5
01,Quiet Stream,conifer,0,5
01,Quiet Stream,cumulus,0,5
01,Quiet Stream,deciduous,1,5
01,Quiet Stream,diane andre,0,5
01,Quiet Stream,dock,0,5
01,Quiet Stream,double oval frame,0,5
01,Quiet Stream,farm,0,5
01,Quiet Stream,fence,0,5
01,Quiet Stream,fire,0,5
01,Quiet Stream,florida frame,0,5
01,Quiet Stream,flowers,0,5
01,Quiet Stream,fog,0,5
01,Quiet Stream,framed,0,5
01,Quiet Stream,grass,0,5
01,Quiet Stream,guest,0,5
01,Quiet Stream,half circle frame,0,5
01,Quiet Stream,half oval frame,0,5
01,Quiet Stream,hills,0,5
01,Quiet Stream,lake,0,5
01,Quiet Stream,lakes,0,5
01,Quiet Stream,lighthouse,0,5
01,Quiet Stream,mill,0,5
01,Quiet Stream,moon,0,5
01,Quiet Stream,mountain,0,5
01,Quiet Stream,mountains,0,5
01,Quiet Stream,night,0,5
01,Quiet Stream,ocean,0,5
01,Quiet Stream,oval frame,0,5
01,Quiet Stream,palm trees,0,5
01,Quiet Stream,path,0,5
01,Quiet Stream,person,0,5
01,Quiet Stream,portrait,0,5
01,Quiet Stream,rectangle 3d frame,0,5
01,Quiet Stream,rectangular frame,0,5
01,Quiet Stream,river,1,5
01,Quiet Stream,rocks,1,5
01,Quiet Stream,seashell frame,0,5
01,Quiet Stream,snow,0,5
01,Quiet Stream,snowy mountain,0,5
01,Quiet Stream,split frame,0,5
01,Quiet Stream,steve ross,0,5
01,Quiet Stream,structure,0,5
01,Quiet Stream,sun,0,5
01,Quiet Stream,tomb frame,0,5
01,Quiet Stream,tree,1,5
01,Quiet Stream,trees,1,5
01,Quiet Stream,triple frame,0,5
01,Quiet Stream,waterfall,0,5
01,Quiet Stream,waves,0,5
01,Quiet Stream,windmill,0,5
01,Quiet Stream,window frame,0,5
01,Quiet Stream,winter,0,5
01,Quiet Stream,wood framed,0,5
01,Winter Moon,apple frame,0,6
01,Winter Moon,aurora borealis,0,6
01,Winter Moon,barn,0,6
01,Winter Moon,beach,0,6
01,Winter Moon,boat,0,6
01,Winter Moon,bridge,0,6
01,Winter Moon,building,0,6
01,Winter Moon,bushes,0,6
01,Winter Moon,cabin,1,6
01,Winter Moon,cactus,0,6
01,Winter Moon,circle frame,0,6
01,Winter Moon,cirrus,0,6
01,Winter Moon,cliff,0,6
01,Winter Moon,clouds,0,6
01,Winter Moon,conifer,1,6
01,Winter Moon,cumulus,0,6
01,Winter Moon,deciduous,0,6
01,Winter Moon,diane andre,0,6
01,Winter Moon,dock,0,6
01,Winter Moon,double oval frame,0,6
01,Winter Moon,farm,0,6
01,Winter Moon,fence,0,6
01,Winter Moon,fire,0,6
01,Winter Moon,florida frame,0,6
01,Winter Moon,flowers,0,6
01,Winter Moon,fog,0,6
01,Winter Moon,framed,0,6
01,Winter Moon,grass,0,6
01,Winter Moon,guest,0,6
01,Winter Moon,half circle frame,0,6
01,Winter Moon,half oval frame,0,6
01,Winter Moon,hills,0,6
01,Winter Moon,lake,1,6
01,Winter Moon,lakes,0,6
01,Winter Moon,lighthouse,0,6
01,Winter Moon,mill,0,6
01,Winter Moon,moon,1,6
01,Winter Moon,mountain,1,6
01,Winter Moon,mountains,1,6
01,Winter Moon,night,1,6
01,Winter Moon,ocean,0,6
01,Winter Moon,oval frame,0,6
01,Winter Moon,palm trees,0,6
01,Winter Moon,path,0,6
01,Winter Moon,person,0,6
01,Winter Moon,portrait,0,6
01,Winter Moon,rectangle 3d frame,0,6
01,Winter Moon,rectangular frame,0,6
01,Winter Moon,river,0,6
01,Winter Moon,rocks,0,6
01,Winter Moon,seashell frame,0,6
01,Winter Moon,snow,1,6
01,Winter Moon,snowy mountain,1,6
01,Winter Moon,split frame,0,6
01,Winter Moon,steve ross,0,6
01,Winter Moon,structure,1,6
01,Winter Moon,sun,0,6
01,Winter Moon,tomb frame,0,6
01,Winter Moon,tree,1,6
01,Winter Moon,trees,1,6
01,Winter Moon,triple frame,0,6
01,Winter Moon,waterfall,0,6
01,Winter Moon,waves,0,6
01,Winter Moon,windmill,0,6
01,Winter Moon,window frame,0,6
01,Winter Moon,winter,1,6
01,Winter Moon,wood framed,0,6
01,Autumn Mountains,apple frame,0,7
01,Autumn Mountains,aurora borealis,0,7
01,Autumn Mountains,barn,0,7
01,Autumn Mountains,beach,0,7
01,Autumn Mountains,boat,0,7
01,Autumn Mountains,bridge,0,7
01,Autumn Mountains,building,0,7
01,Autumn Mountains,bushes,0,7
01,Autumn Mountains,cabin,0,7
01,Autumn Mountains,cactus,0,7
01,Autumn Mountains,circle frame,0,7
01,Autumn Mountains,cirrus,0,7
01,Autumn Mountains,cliff,0,7
01,Autumn Mountains,clouds,0,7
01,Autumn Mountains,conifer,0,7
01,Autumn Mountains,cumulus,0,7
01,Autumn Mountains,deciduous,1,7
01,Autumn Mountains,diane andre,0,7
01,Autumn Mountains,dock,0,7
01,Autumn Mountains,double oval frame,0,7
01,Autumn Mountains,farm,0,7
01,Autumn Mountains,fence,0,7
01,Autumn Mountains,fire,0,7
01,Autumn Mountains,florida frame,0,7
01,Autumn Mountains,flowers,0,7
01,Autumn Mountains,fog,0,7
01,Autumn Mountains,framed,0,7
01,Autumn Mountains,grass,0,7
01,Autumn Mountains,guest,0,7
01,Autumn Mountains,half circle frame,0,7
01,Autumn Mountains,half oval frame,0,7
01,Autumn Mountains,hills,0,7
01,Autumn Mountains,lake,1,7
01,Autumn Mountains,lakes,0,7
01,Autumn Mountains,lighthouse,0,7
01,Autumn Mountains,mill,0,7
01,Autumn Mountains,moon,0,7
01,Autumn Mountains,mountain,1,7
01,Autumn Mountains,mountains,1,7
01,Autumn Mountains,night,0,7
01,Autumn Mountains,ocean,0,7
01,Autumn Mountains,oval frame,0,7
01,Autumn Mountains,palm trees,0,7
01,Autumn Mountains,path,0,7
01,Autumn Mountains,person,0,7
01,Autumn Mountains,portrait,0,7
01,Autumn Mountains,rectangle 3d frame,0,7
01,Autumn Mountains,rectangular frame,0,7
01,Autumn Mountains,river,0,7
01,Autumn Mountains,rocks,0,7
01,Autumn Mountains,seashell frame,0,7
01,Autumn Mountains,snow,0,7
01,Autumn Mountains,snowy mountain,1,7
01,Autumn Mountains,split frame,0,7
01,Autumn Mountains,steve ross,0,7
01,Autumn Mountains,structure,0,7
01,Autumn Mountains,sun,0,7
01,Autumn Mountains,tomb frame,0,7
01,Autumn Mountains,tree,1,7
01,Autumn Mountains,trees,1,7
01,Autumn Mountains,triple frame,0,7
01,Autumn Mountains,waterfall,0,7
01,Autumn Mountains,waves,0,7
01,Autumn Mountains,windmill,0,7
01,Autumn Mountains,window frame,0,7
01,Autumn Mountains,winter,0,7
01,Autumn Mountains,wood framed,0,7
01,Peaceful Valley,apple frame,0,8
01,Peaceful Valley,aurora borealis,0,8
01,Peaceful Valley,barn,0,8
01,Peaceful Valley,beach,0,8
01,Peaceful Valley,boat,0,8
01,Peaceful Valley,bridge,0,8
01,Peaceful Valley,building,0,8
01,Peaceful Valley,bushes,1,8
01,Peaceful Valley,cabin,0,8
01,Peaceful Valley,cactus,0,8
01,Peaceful Valley,circle frame,0,8
01,Peaceful Valley,cirrus,0,8
01,Peaceful Valley,cliff,0,8
01,Peaceful Valley,clouds,0,8
01,Peaceful Valley,conifer,1,8
01,Peaceful Valley,cumulus,0,8
01,Peaceful Valley,deciduous,0,8
01,Peaceful Valley,diane andre,0,8
01,Peaceful Valley,dock,0,8
01,Peaceful Valley,double oval frame,0,8
01,Peaceful Valley,farm,0,8
01,Peaceful Valley,fence,0,8
01,Peaceful Valley,fire,0,8
01,Peaceful Valley,florida frame,0,8
01,Peaceful Valley,flowers,0,8
01,Peaceful Valley,fog,0,8
01,Peaceful Valley,framed,0,8
01,Peaceful Valley,grass,0,8
01,Peaceful Valley,guest,0,8
01,Peaceful Valley,half circle frame,0,8
01,Peaceful Valley,half oval frame,0,8
01,Peaceful Valley,hills,0,8
01,Peaceful Valley,lake,1,8
01,Peaceful Valley,lakes,0,8
01,Peaceful Valley,lighthouse,0,8
01,Peaceful Valley,mill,0,8
01,Peaceful Valley,moon,0,8
01,Peaceful Valley,mountain,1,8
01,Peaceful Valley,mountains,1,8
01,Peaceful Valley,night,0,8
01,Peaceful Valley,ocean,0,8
01,Peaceful Valley,oval frame,0,8
01,Peaceful Valley,palm trees,0,8
01,Peaceful Valley,path,0,8
01,Peaceful Valley,person,0,8
01,Peaceful Valley,portrait,0,8
01,Peaceful Valley,rectangle 3d frame,0,8
01,Peaceful Valley,rectangular frame,0,8
01,Peaceful Valley,river,0,8
01,Peaceful Valley,rocks,0,8
01,Peaceful Valley,seashell frame,0,8
01,Peaceful Valley,snow,0,8
01,Peaceful Valley,snowy mountain,0,8
01,Peaceful Valley,split frame,0,8
01,Peaceful Valley,steve ross,0,8
01,Peaceful Valley,structure,0,8
01,Peaceful Valley,sun,0,8
01,Peaceful Valley,tomb frame,0,8
01,Peaceful Valley,tree,1,8
01,Peaceful Valley,trees,1,8
01,Peaceful Valley,triple frame,0,8
01,Peaceful Valley,waterfall,0,8
01,Peaceful Valley,waves,0,8
01,Peaceful Valley,windmill,0,8
01,Peaceful Valley,window frame,0,8
01,Peaceful Valley,winter,0,8
01,Peaceful Valley,wood framed,0,8
01,Seascape,apple frame,0,9
01,Seascape,aurora borealis,0,9
01,Seascape,barn,0,9
01,Seascape,beach,1,9
01,Seascape,boat,0,9
01,Seascape,bridge,0,9
01,Seascape,building,0,9
01,Seascape,bushes,0,9
01,Seascape,cabin,0,9
01,Seascape,cactus,0,9
01,Seascape,circle frame,0,9
01,Seascape,cirrus,0,9
01,Seascape,cliff,0,9
01,Seascape,clouds,1,9
01,Seascape,conifer,0,9
01,Seascape,cumulus,0,9
01,Seascape,deciduous,0,9
01,Seascape,diane andre,0,9
01,Seascape,dock,0,9
01,Seascape,double oval frame,0,9
01,Seascape,farm,0,9
01,Seascape,fence,1,9
01,Seascape,fire,0,9
01,Seascape,florida frame,0,9
01,Seascape,flowers,0,9
01,Seascape,fog,0,9
01,Seascape,framed,0,9
01,Seascape,grass,0,9
01,Seascape,guest,0,9
01,Seascape,half circle frame,0,9
01,Seascape,half oval frame,0,9
01,Seascape,hills,0,9
01,Seascape,lake,0,9
01,Seascape,lakes,0,9
01,Seascape,lighthouse,0,9
01,Seascape,mill,0,9
01,Seascape,moon,0,9
01,Seascape,mountain,0,9
01,Seascape,mountains,0,9
01,Seascape,night,0,9
01,Seascape,ocean,1,9
01,Seascape,oval frame,0,9
01,Seascape,palm trees,0,9
01,Seascape,path,0,9
01,Seascape,person,0,9
01,Seascape,portrait,0,9
01,Seascape,rectangle 3d frame,0,9
01,Seascape,rectangular frame,0,9
01,Seascape,river,0,9
01,Seascape,rocks,0,9
01,Seascape,seashell frame,0,9
01,Seascape,snow,0,9
01,Seascape,snowy mountain,0,9
01,Seascape,split frame,0,9
01,Seascape,steve ross,0,9
01,Seascape,structure,0,9
01,Seascape,sun,0,9
01,Seascape,tomb frame,0,9
01,Seascape,tree,0,9
01,Seascape,trees,0,9
01,Seascape,triple frame,0,9
01,Seascape,waterfall,0,9
01,Seascape,waves,0,9
01,Seascape,windmill,0,9
01,Seascape,window frame,0,9
01,Seascape,winter,0,9
01,Seascape,wood framed,0,9
01,Mountain Lake,apple frame,0,10
01,Mountain Lake,aurora borealis,0,10
01,Mountain Lake,barn,0,10
01,Mountain Lake,beach,0,10
01,Mountain Lake,boat,0,10
01,Mountain Lake,bridge,0,10
01,Mountain Lake,building,0,10
01,Mountain Lake,bushes,1,10
01,Mountain Lake,cabin,0,10
01,Mountain Lake,cactus,0,10
01,Mountain Lake,circle frame,0,10
01,Mountain Lake,cirrus,0,10
01,Mountain Lake,cliff,0,10
01,Mountain Lake,clouds,0,10
01,Mountain Lake,conifer,1,10
01,Mountain Lake,cumulus,0,10
01,Mountain Lake,deciduous,1,10
01,Mountain Lake,diane andre,0,10
01,Mountain Lake,dock,0,10
01,Mountain Lake,double oval frame,0,10
01,Mountain Lake,farm,0,10
01,Mountain Lake,fence,0,10
01,Mountain Lake,fire,0,10
01,Mountain Lake,florida frame,0,10
01,Mountain Lake,flowers,0,10
01,Mountain Lake,fog,0,10
01,Mountain Lake,framed,0,10
01,Mountain Lake,grass,0,10
01,Mountain Lake,guest,0,10
01,Mountain Lake,half circle frame,0,10
01,Mountain Lake,half oval frame,0,10
01,Mountain Lake,hills,0,10
01,Mountain Lake,lake,1,10
01,Mountain Lake,lakes,0,10
01,Mountain Lake,lighthouse,0,10
01,Mountain Lake,mill,0,10
01,Mountain Lake,moon,0,10
01,Mountain Lake,mountain,1,10
01,Mountain Lake,mountains,0,10
01,Mountain Lake,night,0,10
01,Mountain Lake,ocean,0,10
01,Mountain Lake,oval frame,0,10
01,Mountain Lake,palm trees,0,10
01,Mountain Lake,path,0,10
01,Mountain Lake,person,0,10
01,Mountain Lake,portrait,0,10
01,Mountain Lake,rectangle 3d frame,0,10
01,Mountain Lake,rectangular frame,0,10
01,Mountain Lake,river,0,10
01,Mountain Lake,rocks,0,10
01,Mountain Lake,seashell frame,0,10
01,Mountain Lake,snow,0,10
01,Mountain Lake,snowy mountain,0,10
01,Mountain Lake,split frame,0,10
01,Mountain Lake,steve ross,0,10
01,Mountain Lake,structure,0,10
01,Mountain Lake,sun,0,10
01,Mountain Lake,tomb frame,0,10
01,Mountain Lake,tree,1,10
01,Mountain Lake,trees,1,10
01,Mountain Lake,triple frame,0,10
01,Mountain Lake,waterfall,0,10
01,Mountain Lake,waves,0,10
01,Mountain Lake,windmill,0,10
01,Mountain Lake,window frame,0,10
01,Mountain Lake,winter,0,10
01,Mountain Lake,wood framed,0,10
01,Winter Glow,apple frame,0,11
01,Winter Glow,aurora borealis,0,11
01,Winter Glow,barn,0,11
01,Winter Glow,beach,0,11
01,Winter Glow,boat,0,11
01,Winter Glow,bridge,0,11
01,Winter Glow,building,0,11
01,Winter Glow,bushes,0,11
01,Winter Glow,cabin,0,11
01,Winter Glow,cactus,0,11
01,Winter Glow,circle frame,0,11
01,Winter Glow,cirrus,0,11
01,Winter Glow,cliff,0,11
01,Winter Glow,clouds,0,11
01,Winter Glow,conifer,0,11
01,Winter Glow,cumulus,0,11
01,Winter Glow,deciduous,1,11
01,Winter Glow,diane andre,0,11
01,Winter Glow,dock,0,11
01,Winter Glow,double oval frame,0,11
01,Winter Glow,farm,0,11
01,Winter Glow,fence,0,11
01,Winter Glow,fire,0,11
01,Winter Glow,florida frame,0,11
01,Winter Glow,flowers,0,11
01,Winter Glow,fog,0,11
01,Winter Glow,framed,0,11
01,Winter Glow,grass,0,11
01,Winter Glow,guest,0,11
01,Winter Glow,half circle frame,0,11
01,Winter Glow,half oval frame,0,11
01,Winter Glow,hills,0,11
01,Winter Glow,lake,1,11
01,Winter Glow,lakes,0,11
01,Winter Glow,lighthouse,0,11
01,Winter Glow,mill,0,11
01,Winter Glow,moon,0,11
01,Winter Glow,mountain,0,11
01,Winter Glow,mountains,0,11
01,Winter Glow,night,0,11
01,Winter Glow,ocean,0,11
01,Winter Glow,oval frame,0,11
01,Winter Glow,palm trees,0,11
01,Winter Glow,path,0,11
01,Winter Glow,person,0,11
01,Winter Glow,portrait,0,11
01,Winter Glow,rectangle 3d frame,0,11
01,Winter Glow,rectangular frame,0,11
01,Winter Glow,river,0,11
01,Winter Glow,rocks,0,11
01,Winter Glow,seashell frame,0,11
01,Winter Glow,snow,0,11
01,Winter Glow,snowy mountain,0,11
01,Winter Glow,split frame,0,11
01,Winter Glow,steve ross,0,11
01,Winter Glow,structure,0,11
01,Winter Glow,sun,0,11
01,Winter Glow,tomb frame,0,11
01,Winter Glow,tree,1,11
01,Winter Glow,trees,1,11
01,Winter Glow,triple frame,0,11
01,Winter Glow,waterfall,0,11
01,Winter Glow,waves,0,11
01,Winter Glow,windmill,0,11
01,Winter Glow,window frame,0,11
01,Winter Glow,winter,0,11
01,Winter Glow,wood framed,0,11
01,Snowfall,apple frame,0,12
01,Snowfall,aurora borealis,0,12
01,Snowfall,barn,0,12
01,Snowfall,beach,0,12
01,Snowfall,boat,0,12
01,Snowfall,bridge,0,12
01,Snowfall,building,0,12
01,Snowfall,bushes,0,12
01,Snowfall,cabin,0,12
01,Snowfall,cactus,0,12
01,Snowfall,circle frame,0,12
01,Snowfall,cirrus,1,12
01,Snowfall,cliff,0,12
01,Snowfall,clouds,1,12
01,Snowfall,conifer,1,12
01,Snowfall,cumulus,0,12
01,Snowfall,deciduous,0,12
01,Snowfall,diane andre,0,12
01,Snowfall,dock,0,12
01,Snowfall,double oval frame,0,12
01,Snowfall,farm,0,12
01,Snowfall,fence,0,12
01,Snowfall,fire,0,12
01,Snowfall,florida frame,0,12
01,Snowfall,flowers,0,12
01,Snowfall,fog,0,12
01,Snowfall,framed,0,12
01,Snowfall,grass,0,12
01,Snowfall,guest,0,12
01,Snowfall,half circle frame,0,12
01,Snowfall,half oval frame,0,12
01,Snowfall,hills,0,12
01,Snowfall,lake,1,12
01,Snowfall,lakes,0,12
